age,income,loan_amount,credit_score,employment_years,debt_to_income_ratio,overdue_times,loan_term,has_house,has_car,default
37,223340.73,142586.97,670,13,0.447,2,36,1,1,1
21,58026.47,74390.77,488,0,0.711,3,48,0,1,1
59,100577.23,63760.71,653,32,0.254,1,36,1,1,0
27,79619.16,61258.8,603,6,0.636,0,24,0,0,0
44,70337.46,62110.29,559,19,0.315,3,12,0,0,1
28,87635.74,95105.39,782,1,0.946,5,60,1,1,0
58,242015.11,103264.48,703,34,0.353,2,36,0,1,0
50,116368.43,56517.47,657,22,0.356,1,48,0,0,0
53,76399.5,67550.87,612,27,0.623,1,60,0,0,0
38,50000.0,91518.1,685,8,0.95,1,12,0,1,1
39,50281.22,41234.71,744,16,0.314,0,60,0,1,0
46,85698.58,21362.76,590,25,0.197,3,48,0,1,0
52,82030.01,57645.08,660,25,0.322,3,60,0,1,0
54,98634.58,32674.48,734,30,0.12,1,24,0,0,0
21,50000.0,31428.85,495,0,0.338,2,24,0,0,1
47,104688.37,45728.38,655,25,0.239,1,48,0,0,0
25,173247.83,125537.82,624,0,0.337,3,60,0,0,0
32,226449.8,133759.71,649,0,0.459,3,60,1,1,0
54,50000.0,61242.8,617,32,0.839,2,36,1,0,1
31,76067.26,94882.31,672,7,0.95,1,36,0,1,0
52,74279.83,31017.85,824,21,0.337,2,24,1,0,0
39,116491.62,68037.89,632,12,0.494,3,48,1,1,0
30,63013.38,100007.23,685,7,0.95,1,60,0,0,1
34,232586.73,166914.49,830,11,0.598,1,48,1,0,0
42,111255.55,90217.26,613,12,0.341,0,36,1,0,0
51,103216.52,72280.37,814,20,0.323,0,60,0,1,0
45,223400.45,64906.75,660,20,0.172,0,24,0,1,0
58,108312.79,45627.75,811,32,0.231,2,36,0,1,0
55,130631.61,106665.84,724,25,0.72,0,36,0,1,0
51,77818.99,10000.0,686,28,0.085,4,36,1,0,0
45,58881.02,93564.56,654,22,0.95,2,48,0,0,1
32,82895.6,64560.22,607,2,0.454,3,36,0,0,1
37,291891.99,59896.31,666,14,0.183,0,12,1,1,0
25,145053.72,112839.99,736,0,0.306,1,24,1,0,0
35,123443.73,67346.9,659,9,0.337,0,36,0,0,0
58,70307.37,50560.34,633,26,0.641,2,48,0,1,1
38,164400.84,172008.83,639,17,0.648,1,36,0,1,1
25,59221.39,33720.22,744,0,0.45,2,36,1,0,0
47,53896.7,40549.47,764,24,0.426,0,12,0,0,0
59,84838.17,56278.64,603,38,0.562,1,48,1,0,0
55,262897.87,122995.59,603,26,0.341,0,36,1,1,0
31,256286.8,107694.54,692,4,0.352,2,36,1,1,0
39,89049.12,63960.88,790,8,0.483,2,36,0,1,0
42,80548.15,56669.67,757,20,0.515,3,24,0,1,0
30,52147.79,48448.46,554,9,0.62,5,24,1,0,1
31,112996.69,65667.31,638,4,0.401,3,12,0,0,0
30,117348.77,93980.62,581,0,0.611,1,48,0,1,0
60,155639.9,130583.88,637,35,0.354,0,24,0,0,1
50,164360.65,55477.01,796,20,0.274,1,24,1,1,0
54,99823.62,136109.33,539,23,0.768,1,60,1,0,1
53,140114.12,93588.98,522,22,0.239,0,36,0,1,0
59,79595.47,28619.78,590,32,0.265,3,36,1,0,0
25,138922.17,76630.05,684,0,0.396,1,36,0,0,0
56,86833.31,11458.26,713,29,0.104,5,24,1,0,0
23,134155.7,112113.86,697,0,0.793,2,12,1,0,0
40,129356.26,132459.64,760,13,0.642,4,60,0,1,1
44,112528.48,58111.82,510,17,0.482,4,36,0,0,1
35,155989.33,73008.99,761,9,0.326,1,48,1,1,0
26,53815.69,53714.44,633,0,0.564,2,60,0,1,1
28,67561.1,55150.03,722,0,0.618,1,12,0,1,0
53,96613.44,85881.01,548,21,0.416,0,48,1,0,1
33,56984.32,60495.47,660,5,0.95,1,12,1,0,0
33,90845.08,65462.73,680,11,0.443,5,36,1,1,1
57,92172.43,58831.26,758,29,0.227,1,60,1,1,0
26,196684.8,87385.17,525,2,0.33,4,12,1,0,1
57,116324.64,155071.84,663,36,0.563,1,60,1,1,1
57,173380.4,104089.49,568,36,0.242,3,36,1,0,0
44,124960.58,21056.48,703,16,0.061,0,36,1,0,0
27,85729.28,34392.86,726,0,0.353,0,12,0,1,0
27,115864.02,74665.88,769,0,0.239,1,36,0,1,0
32,151484.99,86527.5,615,6,0.384,1,36,1,1,0
44,186657.49,129186.39,739,22,0.445,1,24,1,0,0
27,102791.76,72020.94,776,0,0.628,0,36,0,0,0
39,51980.31,110549.93,520,18,0.95,4,12,0,0,1
25,50361.84,40068.33,712,0,0.718,2,60,0,1,0
42,94194.24,98272.3,741,12,0.616,0,24,0,0,0
21,50000.0,73026.0,638,0,0.926,6,36,1,1,1
49,244702.14,172956.92,557,25,0.598,3,48,1,1,1
23,142717.15,172950.63,740,1,0.512,2,48,1,0,0
28,81956.99,70415.98,558,4,0.36,2,60,0,1,1
27,66214.75,68890.27,645,0,0.94,3,60,1,0,1
54,173278.19,31339.55,657,31,0.066,0,24,0,1,0
23,66095.98,70217.2,721,0,0.616,3,36,0,1,0
38,68995.6,45082.18,607,16,0.305,1,48,0,1,0
44,77290.35,62378.18,602,23,0.323,1,12,1,0,0
41,114845.08,128662.29,668,18,0.95,1,48,0,0,0
48,144258.03,145482.36,746,18,0.453,4,12,0,1,0
53,186596.26,171168.71,850,25,0.559,2,60,1,1,0
36,174597.23,143022.28,532,11,0.413,2,48,1,0,1
54,109135.79,74897.47,687,26,0.442,2,36,1,0,0
33,172686.81,107429.07,568,5,0.504,4,36,0,0,1
60,80664.2,63016.34,747,33,0.583,1,60,1,1,0
41,50000.0,47263.93,580,14,0.655,3,48,0,0,1
50,80659.43,95914.44,603,28,0.781,3,48,1,0,1
56,75900.82,59623.07,610,32,0.337,1,60,0,1,0
52,82092.82,65847.5,654,25,0.474,2,12,1,0,0
55,70847.25,71633.06,687,33,0.903,2,12,0,0,1
42,88654.38,59316.68,701,16,0.564,1,24,0,1,0
22,144207.39,91180.28,660,0,0.246,1,48,1,1,1
40,236065.76,121945.51,547,10,0.441,4,48,0,1,1
28,50191.15,83812.74,722,6,0.95,1,24,0,0,0
56,61115.42,75071.02,655,34,0.95,3,60,0,1,1
30,76408.5,72216.2,759,2,0.793,0,12,0,0,0
30,153980.9,150084.57,600,7,0.916,3,48,1,1,1
30,99486.14,99638.1,524,5,0.384,5,36,1,0,1
46,78759.24,48291.34,657,22,0.356,0,36,1,1,1
43,150622.18,64274.75,770,20,0.397,1,12,1,1,0
58,167774.42,159983.86,674,28,0.65,0,48,0,1,0
37,108180.67,163770.61,643,8,0.95,8,48,0,0,1
32,75561.44,94461.92,586,9,0.709,4,24,0,0,1
22,123207.57,130242.76,809,0,0.504,1,36,1,0,0
21,98226.3,87092.89,572,0,0.831,0,36,0,1,1
35,97884.55,74160.82,598,8,0.43,2,36,0,0,1
58,86631.6,84814.48,708,31,0.672,2,36,0,0,0
41,165419.92,32231.79,502,9,0.097,1,36,0,1,0
56,122081.74,96781.16,768,30,0.737,0,60,1,0,0
25,173870.39,58560.41,713,0,0.17,1,48,1,0,0
24,199057.05,210719.17,736,0,0.95,2,12,0,1,0
54,134126.86,91712.53,707,23,0.359,0,48,0,0,0
25,86862.81,50722.64,646,0,0.536,2,24,0,1,0
23,174232.66,102820.56,570,2,0.337,0,60,1,1,1
37,134530.89,150958.94,648,11,0.95,4,36,0,1,1
57,352045.43,283094.28,577,28,0.571,1,12,1,1,0
48,125435.42,87099.51,701,25,0.29,0,48,1,0,0
24,149336.83,62708.01,729,0,0.221,2,24,1,1,0
54,124329.52,10000.0,786,24,0.065,0,60,0,1,0
54,104339.54,114319.23,692,23,0.822,4,60,1,1,0
53,97104.58,108278.5,739,32,0.629,1,48,1,0,0
57,124543.43,96963.61,635,30,0.364,1,36,0,0,0
30,137933.79,60840.6,619,3,0.374,2,36,0,0,1
60,183409.12,113811.95,700,32,0.449,2,36,1,0,0
33,125364.75,87244.17,627,2,0.528,3,12,1,1,0
53,88583.41,90470.21,683,28,0.651,0,60,0,1,0
44,94175.53,19811.42,570,17,0.118,1,24,1,0,1
52,60154.91,33732.73,585,23,0.325,1,24,0,0,1
46,230394.01,76115.7,714,16,0.122,0,24,1,1,0
46,85517.12,94723.04,735,16,0.95,2,60,0,1,0
45,168610.77,153151.25,576,20,0.518,4,60,1,0,1
52,123555.77,136027.46,717,20,0.704,2,36,0,1,0
50,125076.31,77766.58,615,29,0.351,2,24,1,1,0
26,103481.53,98217.47,661,0,0.534,3,48,1,0,1
54,76534.01,49756.14,780,26,0.495,0,36,0,1,0
42,70555.79,10000.0,729,21,0.107,0,60,0,0,0
33,237473.05,173134.81,728,7,0.61,1,60,1,1,0
41,114838.55,66126.74,822,13,0.226,0,48,0,1,0
59,181021.39,150524.07,600,31,0.727,2,12,1,1,0
55,203456.63,100105.17,576,33,0.455,1,48,1,1,0
54,90682.43,105045.67,599,30,0.95,5,60,0,1,1
39,132002.69,40100.65,638,16,0.13,0,36,0,1,0
52,111330.09,63692.11,460,24,0.367,2,60,1,0,1
36,64812.5,73057.22,642,12,0.95,0,36,0,1,0
48,100361.51,104437.44,614,21,0.838,4,60,0,0,1
46,142113.02,83909.95,727,17,0.228,0,48,0,1,0
30,87154.43,53893.71,690,0,0.539,1,12,0,1,0
31,94260.79,83567.52,609,8,0.756,3,36,0,1,0
23,100910.06,93236.78,710,0,0.756,0,12,0,1,0
26,282148.33,49300.48,721,4,0.104,1,36,1,1,0
38,50000.0,52495.13,595,17,0.766,4,60,1,0,1
40,136726.72,107615.61,618,19,0.614,1,24,0,0,1
27,97343.13,47836.04,471,4,0.289,2,60,0,0,1
37,81773.24,31873.44,567,6,0.32,2,12,0,0,1
45,96274.23,64776.38,597,22,0.346,1,48,0,1,1
30,147313.66,126096.8,666,1,0.394,2,60,1,1,0
34,151151.15,106905.82,580,8,0.612,2,48,0,1,1
35,118623.24,136510.83,616,14,0.637,0,60,1,0,0
41,178391.1,164476.04,556,15,0.354,2,60,0,1,1
35,193102.2,57358.16,675,14,0.252,0,48,0,1,0
50,157529.68,66208.1,696,24,0.349,1,48,0,0,1
34,85324.2,10290.77,694,7,0.1,1,12,0,1,0
38,136284.34,146103.54,661,11,0.594,1,36,0,1,0
36,136576.52,41213.77,529,12,0.215,3,24,1,1,1
28,75581.43,39929.0,607,0,0.189,1,60,0,1,0
48,53838.95,90523.55,625,20,0.591,3,48,0,1,1
30,50000.0,24413.4,626,6,0.247,5,36,0,0,0
32,112581.76,76036.7,666,6,0.449,3,60,0,1,1
52,124756.34,10000.0,781,30,0.057,0,12,0,1,0
58,64099.91,110797.15,729,26,0.743,2,60,0,0,1
47,174680.62,170867.89,576,17,0.852,3,12,0,0,1
57,116832.69,103601.69,718,33,0.821,1,36,0,0,0
55,200236.35,71256.97,714,26,0.15,0,48,1,1,0
40,128893.42,97914.99,591,11,0.641,1,36,0,0,1
51,67518.03,108377.26,732,23,0.95,3,48,1,1,0
34,134084.64,118125.76,646,13,0.574,3,48,0,0,1
39,147495.04,35627.14,540,8,0.155,0,60,1,0,1
42,85269.27,87330.02,699,10,0.819,1,24,0,0,1
59,57014.34,20493.93,678,27,0.171,0,24,0,1,0
54,114134.54,97042.98,641,22,0.608,0,12,1,1,0
40,69537.39,10000.0,657,8,0.073,2,36,0,0,0
47,180664.94,93640.06,599,18,0.208,2,24,1,1,0
29,90832.32,59185.8,712,8,0.444,1,24,0,0,0
53,237060.46,223060.46,656,27,0.481,1,60,1,1,0
43,50000.0,40787.8,674,20,0.649,3,60,0,0,1
42,115920.28,107895.66,690,19,0.689,4,60,0,1,1
51,207570.58,55054.49,562,21,0.129,5,12,1,1,0
46,73083.88,50648.69,584,16,0.601,1,36,1,0,1
23,101555.38,73656.21,472,0,0.405,2,24,1,0,0
32,91001.74,68671.3,708,3,0.585,0,36,0,0,0
28,80202.07,44874.48,557,6,0.286,3,36,0,1,0
50,121793.25,71824.18,671,27,0.276,0,60,0,0,0
22,60904.37,69426.15,692,0,0.95,5,48,0,0,1
29,103783.68,50771.8,711,3,0.441,0,24,0,0,0
44,137612.55,95573.46,558,17,0.39,1,48,1,0,1
48,99032.94,117108.09,654,22,0.637,2,60,0,0,0
41,69557.44,73047.45,802,18,0.81,4,12,0,0,0
55,173439.38,100668.18,806,25,0.282,0,48,0,1,0
57,151541.63,77373.28,744,27,0.443,0,24,0,1,1
26,68286.39,79605.05,689,0,0.414,3,24,0,1,0
59,60940.4,50767.79,575,34,0.363,1,60,0,0,0
45,71085.17,69604.09,721,17,0.414,3,12,0,0,0
46,139437.66,53703.76,647,14,0.208,0,48,0,1,0
24,123501.4,138622.6,708,0,0.95,1,12,0,0,0
45,155676.78,161671.97,606,19,0.762,0,36,0,0,0
50,94205.36,69724.74,645,26,0.307,1,48,0,0,0
44,71960.28,49433.84,674,17,0.273,0,60,1,0,0
24,164963.73,93684.65,681,0,0.297,0,60,1,1,0
41,85046.05,89695.86,702,13,0.761,1,48,0,0,0
58,118651.59,84142.95,611,37,0.501,2,36,0,1,0
49,54313.81,65307.89,546,26,0.503,1,24,0,1,0
26,84422.17,57935.62,798,0,0.553,3,48,1,0,0
59,171824.41,89869.63,850,34,0.381,1,36,0,1,0
59,79037.4,136511.35,698,33,0.95,5,12,1,0,0
27,157397.03,113743.93,547,0,0.493,0,60,1,1,0
53,50000.0,77244.77,594,27,0.844,3,24,0,1,1
37,84818.91,47655.62,703,7,0.237,3,12,0,0,0
44,101001.48,89971.89,774,21,0.803,3,60,0,0,0
38,238981.91,107488.25,557,8,0.168,1,36,0,1,0
52,64467.84,73563.68,649,29,0.638,4,48,0,1,0
60,147553.63,85661.06,677,35,0.388,0,24,0,1,0
52,175539.49,122053.63,733,24,0.481,1,36,0,1,0
58,78852.13,45108.93,631,27,0.4,2,48,0,1,0
58,92218.33,10000.0,527,35,0.085,4,24,1,0,1
24,116277.28,49455.63,713,0,0.182,2,48,1,1,0
31,56012.59,37427.11,756,10,0.522,2,24,1,1,0
49,88894.32,17099.56,653,28,0.17,1,24,0,0,0
44,193735.75,164362.34,694,14,0.312,4,12,1,1,0
23,138025.63,97067.01,620,0,0.261,2,24,1,1,0
24,101667.39,63915.41,588,0,0.594,2,24,0,0,1
41,114792.63,90976.8,747,13,0.426,2,48,0,1,0
45,141691.5,96403.37,693,20,0.424,2,36,1,1,0
27,154443.65,145143.77,702,3,0.504,0,24,1,0,0
27,84932.63,67207.02,788,1,0.541,2,36,1,1,0
26,217645.84,161979.68,570,2,0.578,0,24,1,1,1
43,197275.54,107515.71,613,13,0.439,0,36,1,1,0
21,147970.16,99807.19,673,0,0.38,2,60,1,0,0
43,74657.63,114004.91,612,19,0.773,3,48,0,1,0
40,68933.62,59404.55,727,13,0.584,3,48,0,1,0
39,94186.14,47909.83,644,9,0.295,1,24,0,0,0
48,112122.16,114641.37,576,24,0.74,3,24,1,1,1
41,50000.0,64676.02,666,9,0.927,4,48,0,0,1
50,136299.77,82209.82,674,24,0.535,0,36,0,0,0
51,194727.81,118266.33,739,23,0.214,2,48,1,0,0
57,141409.24,83020.04,693,25,0.241,1,60,0,1,0
52,80480.99,94547.82,699,26,0.95,4,36,1,1,1
41,76306.89,54410.27,687,18,0.499,1,48,0,1,0
40,124858.15,56230.09,644,11,0.175,1,36,1,0,0
30,101825.24,122931.13,599,9,0.95,1,24,0,0,1
44,133168.23,137392.38,685,18,0.764,2,12,0,1,0
26,143024.99,108441.86,632,0,0.486,0,36,0,0,1
58,178322.81,131083.52,804,33,0.601,0,24,0,1,0
54,65548.42,52584.42,774,25,0.568,2,48,0,0,0
25,120538.99,135902.7,714,0,0.647,1,48,0,1,0
52,92636.29,112155.48,692,29,0.639,4,36,0,1,0
25,104361.3,49544.28,653,1,0.295,1,36,1,1,0
49,160971.72,96306.18,553,22,0.38,0,48,0,1,0
24,169042.7,78980.98,642,2,0.363,0,36,1,0,1
40,204699.77,29928.83,669,15,0.093,1,60,1,1,0
47,132126.57,62074.22,680,22,0.17,1,12,0,0,0
50,103828.15,42583.97,700,19,0.312,2,60,1,0,0
37,97363.31,58436.37,738,15,0.235,1,12,1,1,0
57,50000.0,69544.45,601,26,0.95,4,24,0,0,1
51,199362.64,178249.83,602,26,0.693,1,48,0,0,0
29,94385.78,10000.0,783,1,0.075,0,12,0,1,0
47,136988.69,77165.77,726,20,0.351,4,24,0,1,0
50,148086.0,69727.45,627,26,0.213,1,24,1,0,0
34,62293.23,37562.47,651,2,0.448,3,48,1,0,1
50,72005.24,50491.96,651,27,0.291,1,36,0,1,0
56,218853.75,151477.67,663,35,0.493,1,12,1,1,0
53,124330.17,96525.53,700,23,0.357,1,36,0,1,0
51,84013.81,52968.18,850,23,0.446,0,24,0,1,0
46,103067.96,52106.2,676,15,0.223,1,60,1,0,0
31,177869.71,102037.92,716,5,0.233,1,12,1,1,0
52,166115.98,111836.51,517,31,0.426,3,36,0,0,0
35,56402.19,14182.84,619,14,0.195,2,36,0,0,0
42,227618.83,121394.9,764,16,0.263,0,36,1,1,0
33,168512.74,108096.72,694,10,0.416,2,60,0,0,0
33,101863.21,128227.3,300,1,0.95,1,36,1,0,1
27,63813.81,29240.93,717,5,0.311,0,48,1,0,0
59,175308.73,145885.57,823,28,0.589,2,36,1,1,0
26,135184.04,122218.44,490,3,0.436,2,48,0,1,1
24,56612.82,61101.87,789,2,0.458,1,36,0,1,0
58,98278.92,80376.69,424,34,0.359,0,24,1,0,1
43,445422.18,260737.07,740,21,0.547,1,12,1,1,0
38,109910.95,113066.34,659,13,0.414,1,12,1,0,0
50,78128.74,146922.42,460,26,0.829,3,60,0,0,1
36,69298.36,45363.82,698,9,0.31,0,48,0,1,0
26,242181.94,143537.47,758,0,0.488,3,24,0,1,0
50,159770.19,191272.14,691,29,0.705,3,36,1,1,0
28,205530.06,123607.94,710,6,0.496,0,48,0,1,0
43,121988.66,110320.71,625,21,0.544,0,36,1,0,0
58,191819.22,113925.95,502,35,0.491,0,36,0,1,1
58,74477.76,10000.0,719,36,0.119,0,48,1,1,0
35,117379.31,71967.02,809,11,0.379,2,24,0,0,0
52,124141.1,87071.18,756,25,0.661,0,36,1,1,0
45,203231.52,85497.3,491,21,0.383,4,24,1,1,0
40,125929.73,82878.65,531,16,0.236,0,12,0,1,1
26,82332.38,84704.54,588,0,0.708,4,48,1,0,1
36,112289.23,98048.99,525,9,0.65,2,48,0,1,1
47,51308.62,83750.85,664,23,0.95,0,60,0,0,1
60,50000.0,70921.76,693,37,0.95,1,24,0,1,0
21,158594.14,102391.75,538,0,0.493,3,48,1,1,1
49,92167.72,72863.87,726,28,0.414,1,60,0,0,0
54,96989.91,67225.82,711,28,0.584,1,48,1,0,0
59,158565.97,90078.7,613,27,0.22,1,60,1,1,0
37,204567.79,149393.56,645,12,0.544,2,60,1,1,1
25,138762.56,128119.8,494,3,0.435,2,48,1,1,1
31,259791.01,103245.28,632,2,0.322,2,60,1,1,1
55,136791.08,19188.02,661,33,0.116,1,48,1,1,0
56,124990.88,59914.75,674,33,0.218,1,36,1,1,0
46,121561.43,113912.54,692,24,0.774,2,60,1,0,0
25,61177.03,89919.73,681,0,0.95,2,60,1,0,1
25,167744.85,133211.39,638,0,0.303,0,12,1,0,1
40,50000.0,16219.0,684,13,0.197,0,24,1,0,0
44,83799.83,163254.47,745,16,0.907,2,24,0,0,0
22,110229.37,85847.41,652,0,0.332,1,60,0,1,1
48,76466.42,66726.01,687,20,0.726,1,24,0,0,0
42,89028.32,91663.7,644,15,0.541,2,24,1,0,1
21,249625.98,96182.92,605,0,0.284,3,36,1,1,0
24,179299.12,58456.9,704,0,0.115,1,12,1,0,0
39,80127.75,101347.8,613,17,0.503,4,60,0,0,1
49,88317.63,125434.87,693,24,0.95,2,36,0,0,1
54,61411.24,53646.8,662,22,0.5,4,24,1,1,0
38,149828.59,158821.08,634,13,0.931,0,24,0,0,0
32,97500.8,70586.33,632,9,0.289,3,48,1,0,0
59,50000.0,35357.21,617,28,0.512,1,48,1,0,1
39,114159.58,90671.93,520,11,0.613,1,36,0,1,1
33,132925.02,114651.08,693,6,0.618,0,24,0,0,0
38,168284.86,105697.94,680,12,0.476,1,60,1,1,1
21,105555.31,84188.18,732,0,0.398,2,48,0,1,1
33,92253.73,84602.76,615,8,0.743,0,48,0,0,1
41,266683.84,187184.72,821,15,0.479,1,36,1,1,0
57,109421.62,107271.88,628,25,0.807,8,60,1,0,1
50,150814.04,80387.38,586,26,0.226,2,48,1,1,1
52,85580.02,79891.36,576,30,0.398,1,36,0,0,1
42,148815.02,87720.01,513,16,0.346,0,60,0,1,1
25,56668.11,23818.48,790,0,0.245,2,60,1,1,0
36,88616.17,124472.36,777,10,0.6,2,48,0,0,1
60,63340.27,54551.91,711,35,0.343,0,48,0,1,0
22,83096.84,109029.45,584,0,0.523,3,36,0,0,1
56,191513.1,161545.89,814,28,0.322,0,36,0,1,0
48,82822.36,90448.61,630,24,0.404,1,24,0,0,0
32,150725.45,135118.68,637,0,0.748,0,36,0,1,0
52,215942.91,82553.9,782,24,0.348,1,36,1,1,0
54,107752.28,66806.72,716,33,0.375,6,36,0,1,0
22,170620.18,63606.82,847,0,0.172,0,60,0,1,0
25,138550.3,127099.56,681,0,0.502,1,24,0,1,1
47,114966.56,135660.24,626,22,0.95,4,60,0,0,1
60,152915.69,96808.65,608,33,0.575,2,24,0,1,0
21,249689.18,172241.21,503,0,0.34,1,12,1,1,0
47,81897.93,78834.56,636,18,0.355,2,12,1,1,0
26,70852.79,77561.99,757,0,0.586,1,36,0,1,0
47,69005.29,39391.83,711,25,0.332,1,36,1,0,0
45,170670.93,140078.1,662,18,0.289,1,24,0,1,1
24,181355.67,113659.36,575,0,0.476,3,48,1,0,0
48,85676.46,71117.01,679,26,0.353,2,36,0,0,0
56,50000.0,54805.47,746,27,0.437,0,12,0,0,0
55,80527.94,77941.63,697,33,0.756,1,36,0,0,1
22,139599.71,71674.93,674,0,0.417,3,12,1,1,1
30,105870.78,38726.29,592,6,0.168,2,12,0,1,0
30,118320.99,110080.82,734,8,0.755,2,24,0,1,0
39,86206.0,71093.79,394,9,0.436,0,48,1,1,1
26,172187.64,138959.76,693,3,0.432,0,48,1,1,0
55,127317.13,79272.61,850,31,0.264,0,60,1,1,0
52,142046.33,88952.44,532,21,0.304,1,48,1,0,0
53,117193.25,69248.23,639,22,0.221,0,36,0,1,0
28,138132.09,77297.63,659,7,0.421,2,24,0,1,0
21,134102.17,118312.86,621,0,0.759,1,12,0,1,1
57,71852.19,56195.46,748,28,0.296,0,48,1,0,1
32,129040.09,108654.22,700,2,0.424,3,24,0,1,0
47,155776.67,101743.4,673,15,0.364,1,24,1,1,0
57,183471.32,154277.39,728,30,0.492,2,60,0,0,0
22,131563.94,91496.11,661,1,0.587,1,24,0,0,1
21,70660.17,100987.59,850,0,0.537,3,12,1,0,0
21,75728.3,120210.09,673,0,0.95,1,60,0,1,1
27,89696.17,53405.03,677,5,0.399,2,24,0,1,0
23,118807.37,70200.44,515,0,0.504,3,36,1,0,1
53,103258.8,100915.53,614,25,0.521,2,12,0,1,1
45,65796.41,59243.12,758,24,0.37,2,36,1,1,0
60,65619.36,81735.86,546,37,0.534,3,60,0,0,1
53,50000.0,16310.05,477,25,0.238,2,48,0,0,1
59,50000.0,66087.14,663,35,0.895,1,36,0,1,0
30,102816.2,91285.02,777,1,0.626,3,24,0,1,0
32,309930.6,136309.11,664,7,0.19,1,36,1,1,0
54,244886.66,203591.77,631,26,0.312,0,36,0,1,0
30,70248.61,59495.86,502,4,0.584,3,24,0,1,1
23,116711.05,88288.19,698,0,0.302,0,24,1,1,1
47,56440.33,10000.0,716,22,0.161,3,48,0,0,0
53,60448.72,31188.36,509,24,0.429,2,60,0,0,0
59,63648.9,15259.77,756,32,0.11,2,60,0,0,0
58,98570.33,109426.9,725,30,0.787,1,60,0,0,0
25,100498.01,10881.57,756,0,0.05,1,36,0,1,0
51,122236.86,102837.87,710,28,0.767,4,48,0,0,0
54,147038.15,100157.56,716,23,0.479,1,60,1,0,1
48,93751.56,123006.16,704,21,0.709,3,12,0,0,0
53,110889.66,145879.75,734,24,0.95,3,36,0,1,0
54,66688.27,70737.46,505,23,0.373,1,24,0,1,1
38,59574.11,14283.16,532,6,0.125,2,60,0,0,1
22,55573.54,38424.55,597,0,0.339,1,60,0,1,1
39,146116.79,118908.08,649,9,0.454,2,48,1,1,0
29,93708.25,16178.23,693,3,0.069,0,24,0,1,0
25,50000.0,99261.22,688,0,0.95,3,60,0,0,1
25,106044.06,53067.8,755,1,0.316,1,12,0,0,0
48,62195.03,47846.34,758,19,0.665,1,24,0,0,1
41,230307.46,116319.79,586,19,0.195,1,36,0,1,0
42,84080.52,91558.84,680,11,0.933,0,48,1,0,0
50,148253.32,52373.42,588,27,0.262,1,60,1,1,0
42,178088.05,165599.01,644,14,0.704,4,24,1,1,1
46,70989.14,46105.14,687,25,0.542,2,36,0,0,0
24,112895.87,49780.61,370,2,0.294,3,36,0,1,1
55,139952.81,52697.11,850,23,0.275,0,12,1,1,0
38,114920.49,21497.1,708,7,0.166,3,60,0,0,1
27,128347.32,76783.54,609,4,0.254,1,24,0,0,0
53,59974.02,81887.2,824,31,0.523,1,24,0,1,0
50,139988.6,111856.87,630,20,0.751,0,36,1,1,0
23,87660.45,60710.74,671,0,0.609,3,48,0,0,0
28,127676.25,27722.19,619,5,0.143,2,60,0,1,0
21,165048.55,141898.59,800,0,0.704,0,24,0,1,0
31,147408.63,55596.52,651,7,0.332,1,24,0,1,0
24,127634.23,41414.68,673,0,0.204,1,60,1,0,1
49,145649.41,54324.67,762,23,0.152,0,36,0,1,0
41,148714.7,16883.2,710,19,0.072,0,36,1,1,0
60,213838.33,87150.86,655,36,0.229,2,24,0,1,0
50,107438.86,17094.25,754,23,0.058,2,60,0,1,0
45,117451.49,53747.33,850,15,0.423,0,48,1,1,0
41,165948.05,109208.92,687,20,0.513,1,24,1,1,0
23,87494.01,92813.68,670,0,0.871,3,12,0,0,0
23,59822.05,10000.0,675,0,0.118,1,24,0,0,0
45,136210.07,72640.02,771,14,0.273,4,24,1,0,0
21,99437.97,79484.5,609,0,0.56,1,12,0,1,0
22,63361.56,34259.19,636,0,0.41,2,24,0,0,1
29,136658.98,47538.41,529,7,0.246,0,12,1,1,1
56,207733.2,67503.89,559,26,0.139,0,36,0,1,0
39,52397.59,39325.79,616,16,0.629,0,36,0,1,0
49,172826.98,70444.94,655,27,0.215,1,36,1,1,0
37,50000.0,39957.26,810,11,0.47,0,60,0,0,0
27,91114.39,60095.17,706,0,0.449,3,24,0,1,1
35,249754.11,187037.46,582,5,0.701,5,60,0,0,1
24,94113.26,67404.93,598,0,0.385,2,60,1,0,1
51,113603.8,64364.58,777,28,0.213,0,60,0,1,0
28,153781.77,110177.14,756,3,0.669,0,24,0,1,0
36,50391.96,43339.92,662,7,0.795,2,24,0,0,1
60,112695.26,103168.13,622,38,0.429,1,48,0,1,0
44,112296.27,61904.97,756,17,0.467,1,24,0,0,0
39,252216.83,83362.13,576,18,0.298,1,12,1,1,0
42,62562.21,125738.09,693,18,0.719,3,12,0,1,1
52,91886.31,78218.05,850,29,0.683,1,36,0,1,0
31,71843.1,67399.57,677,2,0.43,1,48,1,0,0
46,68494.91,93881.75,594,15,0.95,2,24,1,1,1
55,181195.39,99910.97,695,33,0.2,0,60,1,0,0
43,110414.11,60140.82,620,13,0.417,0,48,0,1,0
38,84965.01,16542.21,542,10,0.164,0,12,1,1,0
26,86419.56,74786.56,720,0,0.321,1,36,0,1,0
30,84672.64,90237.05,755,0,0.857,1,12,1,1,0
58,88149.42,106116.11,634,36,0.507,2,60,0,1,0
42,61759.28,49683.97,628,13,0.32,2,48,1,0,1
